appId,price,discount_percent,is_free
730,0.0,0,True
578080,0.0,0,True
271590,,,False
105600,9.99,0,False
359550,0.0,0,True
252490,19.99,50,False
440,0.0,0,True
4000,9.99,0,False
2358720,44.99,25,False
1245620,59.99,0,False
553850,29.99,25,False
1172470,0.0,0,True
550,9.99,0,False
431960,4.99,0,False
413150,14.99,0,False
227300,19.99,0,False
1091500,59.99,0,False
292030,39.99,0,False
381210,19.99,0,False
739630,19.99,0,False
1086940,59.99,0,False
236390,0.0,0,True
1174180,59.99,0,False
346110,14.99,0,False
1938090,,,False
945360,4.99,0,False
218620,9.99,0,False
242760,19.99,0,False
230410,0.0,0,True
1085660,0.0,0,True
252950,,,False
304930,0.0,0,True
892970,19.99,0,False
322330,14.99,0,False
582010,29.99,0,False
1966720,9.99,0,False
1097150,,,False
239140,2.99,88,False
620,9.99,0,False
221100,24.99,50,False
322170,4.99,0,False
367520,14.99,0,False
374320,59.99,0,False
377160,19.99,0,False
291550,0.0,0,True
1623730,29.99,0,False
108600,19.99,0,False
251570,44.99,0,False
1172620,19.99,50,False
960090,13.99,0,False
275850,23.99,60,False
289070,5.99,90,False
444090,0.0,0,True
648800,19.99,0,False
250900,11.24,25,False
548430,29.99,0,False
394360,49.99,0,False
489830,39.99,0,False
1203220,0.0,0,True
284160,24.99,0,False
814380,59.99,0,False
990080,8.99,85,False
72850,19.99,0,False
264710,29.99,0,False
632360,8.24,67,False
1517290,59.99,0,False
49520,4.99,75,False
1293830,,,False
1063730,,,False
107410,29.99,0,False
1118200,9.99,0,False
1145360,24.99,0,False
255710,29.99,0,False
391540,9.99,0,False
261550,49.99,0,False
1237970,29.99,0,False
1326470,29.99,0,False
1794680,3.99,20,False
1238810,49.99,0,False
10,9.99,0,False
594650,13.49,55,False
203160,2.99,85,False
220,9.99,0,False
976730,39.99,0,False
438100,0.0,0,True
1144200,29.99,40,False
238960,0.0,0,True
526870,39.99,0,False
22380,9.99,0,False
1468810,19.99,0,False
1551360,59.99,0,False
2246340,69.99,0,False
1426210,39.99,0,False
427520,35.0,0,False
311210,19.79,67,False
700330,0.0,0,True
477160,19.99,0,False
698780,0.0,0,True
393380,27.99,60,False
294100,27.99,20,False
379720,3.99,80,False
782330,7.99,80,False
8930,9.89,67,False
3164500,19.99,0,False
433850,0.0,0,True
1599340,0.0,0,True
534380,17.99,70,False
1238840,39.99,0,False
435150,44.99,0,False
268910,19.99,0,False
3241660,9.99,0,False
281990,39.99,0,False
646570,24.99,0,False
240,9.99,0,False
2050650,39.99,0,False
400,9.99,0,False
518790,19.99,0,False
1240440,0.0,0,True
270880,19.99,0,False
901583,,,False
12210,19.99,0,False
552520,59.99,0,False
883710,39.99,0,False
812140,59.99,0,False
1222670,0.0,0,True
1229490,24.99,0,False
319630,0.0,0,True
1222140,39.99,0,False
2694490,29.99,0,False
588650,24.99,0,False
48700,19.99,0,False
1716740,69.99,0,False
211820,14.99,0,False
2183900,59.99,0,False
813780,34.99,0,False
379430,29.99,0,False
1172380,39.99,0,False
1593500,19.99,60,False
1332010,29.99,0,False
306130,4.99,75,False
2379780,14.99,0,False
1782210,0.0,0,True
1811260,,,False
244210,19.99,0,False
304390,29.99,0,False
262060,1.99,92,False
397540,5.99,90,False
70,9.99,0,False
444200,0.0,0,True
552990,0.0,0,True
601150,29.99,0,False
2881650,7.99,0,False
671860,14.99,0,False
227940,,,False
8870,7.49,75,False
524220,39.99,0,False
208650,19.99,0,False
3590,4.99,0,False
433340,19.99,0,False
686810,49.99,0,False
1057090,29.99,0,False
391220,4.49,85,False
508440,19.99,0,False
236850,49.99,0,False
552500,29.99,0,False
1222680,69.99,0,False
244850,9.99,50,False
1092790,7.99,60,False
1868140,10.99,45,False
570940,39.99,0,False
361420,29.99,0,False
457140,24.99,0,False
1677740,0.0,0,True
362890,19.99,0,False
220200,9.99,75,False
581320,29.99,0,False
1158310,49.99,0,False
232090,29.99,0,False
238320,14.99,0,False
204360,4.49,70,False
1151640,,,False
1289310,0.0,0,True
222880,14.99,0,False
594570,59.99,0,False
323190,29.99,0,False
674940,4.99,0,False
1151340,39.99,0,False
225540,19.99,0,False
412020,29.99,0,False
1506830,,,False
504230,19.99,0,False
1142710,59.99,0,False
386360,0.0,0,True
1604030,17.49,50,False
774171,2.99,0,False
1196590,39.99,0,False
1818750,,,False
301520,,,False
1832640,1.99,0,False
335300,39.99,0,False
223470,9.99,0,False
220240,19.99,0,False
582160,59.99,0,False
1643320,41.99,30,False
387990,19.99,0,False
1361210,39.99,0,False
1446780,39.99,0,False
305620,19.99,0,False
1817070,23.99,60,False
629760,4.49,85,False
513710,44.99,0,False
677620,0.0,0,True
632470,39.99,0,False
2527500,14.99,0,False
1903340,44.99,10,False
286690,19.99,0,False
899770,34.99,0,False
424840,19.99,0,False
231430,19.99,0,False
219740,9.99,0,False
2195250,,,False
1167630,29.99,0,False
440900,39.99,0,False
356190,49.99,0,False
2054970,69.99,0,False
219150,9.99,0,False
976310,4.99,90,False
779340,59.99,0,False
1313140,24.99,0,False
1687950,59.99,0,False
1259420,15.99,60,False
1943950,9.99,0,False
1771300,59.99,0,False
282070,19.99,0,False
268500,2.99,95,False
221380,19.99,0,False
359320,19.99,0,False
287700,19.99,0,False
755790,,,False
219990,24.99,0,False
1217060,10.99,45,False
1721470,0.0,0,True
233860,29.99,0,False
418370,19.99,0,False
1942280,4.99,0,False
546560,59.99,0,False
848450,29.99,0,False
460930,49.99,0,False
2835570,2.99,0,False
613100,24.99,0,False
646910,29.99,0,False
365590,29.99,0,False
466240,,,False
389730,13.49,85,False
304050,0.0,0,True
1665460,0.0,0,True
1030840,5.99,85,False
952060,39.99,0,False
1046930,0.0,0,True
241930,19.99,0,False
383870,19.99,0,False
349040,19.99,0,False
629520,4.99,0,False
214950,59.99,0,False
703080,44.99,0,False
20920,19.99,0,False
823130,0.0,0,True
582660,9.99,0,False
311690,5.99,60,False
1366540,15.99,20,False
962130,39.99,0,False
1248130,19.99,0,False
753640,24.99,0,False
683320,14.99,0,False
635260,14.99,0,False
235460,29.99,0,False
761890,0.0,0,True
644560,1.99,0,False
20900,9.99,0,False
234140,19.99,0,False
12120,,,False
1274570,9.99,0,False
1222700,29.99,0,False
254700,19.99,0,False
447040,49.99,0,False
205100,9.99,0,False
291480,0.0,0,True
550650,0.0,0,True
2001120,37.49,25,False
1466860,39.99,0,False
815370,24.99,0,False
206440,1.99,80,False
1150690,19.99,0,False
39210,19.99,0,False
1454400,4.99,0,False
750920,5.99,85,False
881100,19.99,0,False
1113000,19.99,0,False
1203620,29.99,0,False
438740,,,False
