appId,total_reviews,positive_ratio,review_score
848450,52598,0.8960987109776037,8
460930,36416,0.8035753514938488,8
2835570,32306,0.9619265771064198,9
613100,44726,0.942606090417207,8
646910,26555,0.771267181321785,6
365590,26588,0.7331126824131187,6
466240,731,0.6771545827633378,5
389730,30566,0.9121900150494013,8
304050,417,0.7290167865707434,6
1665460,368,0.3233695652173913,4
1030840,27269,0.8690454362096153,8
952060,25250,0.8197623762376237,8
1046930,,,0
241930,32548,0.9179673098193437,8
383870,55132,0.8917507073931655,8
349040,16938,0.9060691935293423,8
629520,27368,0.9569204910844782,9
214950,31212,0.8519479687299757,8
703080,41050,0.9128867235079172,8
20920,25482,0.8800722078329801,8
823130,10710,0.907749766573296,8
582660,35153,0.7256848633118084,6
311690,38409,0.9537608373037569,9
1366540,23984,0.9633922615076718,9
962130,39532,0.9266417079834058,8
1248130,24846,0.9267085245109877,8
753640,48387,0.9510612354558042,9
683320,26279,0.9512157996879638,9
635260,39403,0.9538867598913788,9
235460,38361,0.9587080628763588,9
761890,891,0.7014590347923682,6
644560,7592,0.9080611169652265,8
20900,26235,0.8589289117591005,8
234140,25886,0.9137757861392258,8
12120,22335,0.8914260129841056,8
1274570,20479,0.9068313882513794,8
1222700,23779,0.8841835232768409,8
254700,23867,0.9320819541626514,8
447040,24050,0.81995841995842,8
205100,37830,0.9738038593708697,9
291480,403,0.5012406947890818,5
550650,11,0.45454545454545453,5
2001120,20884,0.9655717295537254,9
1466860,27155,0.865034063708341,8
815370,24611,0.857990329527447,8
206440,19036,0.9559256146249212,9
1150690,52798,0.9752452744422138,9
39210,59485,0.868084391022947,8
1454400,50805,0.965160909359315,9
750920,22772,0.8490251185666609,8
881100,45582,0.9556184458777588,9
1113000,44465,0.9739795344653098,9
1203620,44409,0.8750028147447589,8
438740,20618,0.7743234067319817,6
